choose to use gpu...
Starting iterations...
steps: 25000, episodes: 1000, mean episode reward: -104.0250068359375, time: 4.090423822402954
steps: 700000, episodes: 28000, mean episode reward: -77.77991357421874, time: 154.6428873538971
steps: 725000, episodes: 29000, mean episode reward: -75.76211816406251, time: 160.9257161617279
steps: 750000, episodes: 30000, mean episode reward: -77.00531835937501, time: 167.30439829826355
steps: 775000, episodes: 31000, mean episode reward: -75.3380625, time: 173.63793110847473
steps: 800000, episodes: 32000, mean episode reward: -73.86103125, time: 180.1010525226593
steps: 825000, episodes: 33000, mean episode reward: -72.20634228515625, time: 186.47553181648254
steps: 850000, episodes: 34000, mean episode reward: -77.00679638671876, time: 192.8272044658661
steps: 875000, episodes: 35000, mean episode reward: -77.98798583984374, time: 199.18294620513916
steps: 900000, episodes: 36000, mean episode reward: -75.47385693359374, time: 205.5429184436798
steps: 925000, episodes: 37000, mean episode reward: -81.55966699218752, time: 211.9557535648346
steps: 950000, episodes: 38000, mean episode reward: -82.60730224609375, time: 219.8426263332367
steps: 975000, episodes: 39000, mean episode reward: -84.83546874999999, time: 227.75713467597961
steps: 1000000, episodes: 40000, mean episode reward: -77.53969970703125, time: 235.8222897052765
steps: 1025000, episodes: 41000, mean episode reward: -75.981236328125, time: 242.29065442085266
steps: 1050000, episodes: 42000, mean episode reward: -73.26709130859373, time: 248.79993224143982
steps: 1075000, episodes: 43000, mean episode reward: -78.58985351562501, time: 255.40988421440125
steps: 1100000, episodes: 44000, mean episode reward: -79.81417138671875, time: 261.834148645401
steps: 1125000, episodes: 45000, mean episode reward: -72.57634277343749, time: 268.352112531662
steps: 1150000, episodes: 46000, mean episode reward: -75.8667265625, time: 274.83645367622375
steps: 1175000, episodes: 47000, mean episode reward: -76.355833984375, time: 281.36809158325195
steps: 1200000, episodes: 48000, mean episode reward: -72.501625, time: 287.8629221916199
steps: 1225000, episodes: 49000, mean episode reward: -75.8671474609375, time: 294.328875541687
steps: 1250000, episodes: 50000, mean episode reward: -73.8794130859375, time: 300.7487328052521
steps: 1275000, episodes: 51000, mean episode reward: -74.0708671875, time: 307.2926936149597
steps: 1300000, episodes: 52000, mean episode reward: -74.58914501953124, time: 313.6715884208679
steps: 1325000, episodes: 53000, mean episode reward: -72.930818359375, time: 320.18043184280396
steps: 1350000, episodes: 54000, mean episode reward: -77.10709375, time: 326.4096870422363
steps: 1375000, episodes: 55000, mean episode reward: -77.4087509765625, time: 332.74904584884644
steps: 1400000, episodes: 56000, mean episode reward: -75.40550195312501, time: 339.0536050796509
steps: 1425000, episodes: 57000, mean episode reward: -81.16794091796875, time: 345.34366154670715
steps: 1450000, episodes: 58000, mean episode reward: -78.43070654296875, time: 351.6804156303406
steps: 1475000, episodes: 59000, mean episode reward: -76.23147998046875, time: 358.0251443386078
steps: 1500000, episodes: 60000, mean episode reward: -76.78576660156251, time: 364.37222480773926
steps: 1525000, episodes: 61000, mean episode reward: -76.96096728515626, time: 370.74656677246094
steps: 1550000, episodes: 62000, mean episode reward: -75.228466796875, time: 378.6134932041168
steps: 1575000, episodes: 63000, mean episode reward: -85.2115341796875, time: 386.682742357254
steps: 1600000, episodes: 64000, mean episode reward: -79.89318164062502, time: 394.93060541152954
steps: 1625000, episodes: 65000, mean episode reward: -79.799185546875, time: 401.49224615097046
steps: 1650000, episodes: 66000, mean episode reward: -74.5382119140625, time: 407.93236327171326
steps: 1675000, episodes: 67000, mean episode reward: -71.68479980468751, time: 414.1944115161896
steps: 1700000, episodes: 68000, mean episode reward: -72.3910048828125, time: 420.6579625606537
steps: 1725000, episodes: 69000, mean episode reward: -76.48646923828124, time: 427.06216764450073
steps: 1750000, episodes: 70000, mean episode reward: -74.8588330078125, time: 433.5398168563843
steps: 1775000, episodes: 71000, mean episode reward: -76.04875341796875, time: 439.9374670982361
steps: 1800000, episodes: 72000, mean episode reward: -71.39625244140625, time: 446.28222465515137
steps: 1825000, episodes: 73000, mean episode reward: -72.23632128906249, time: 452.7460699081421
steps: 1850000, episodes: 74000, mean episode reward: -72.3504482421875, time: 461.0015332698822
steps: 1875000, episodes: 75000, mean episode reward: -69.09608837890626, time: 469.6080074310303
steps: 1900000, episodes: 76000, mean episode reward: -68.39248779296875, time: 492.23208117485046
steps: 1925000, episodes: 77000, mean episode reward: -75.08596142578126, time: 498.7668972015381
steps: 1950000, episodes: 78000, mean episode reward: -70.55598291015626, time: 505.27485275268555
steps: 1975000, episodes: 79000, mean episode reward: -73.73401904296875, time: 511.57965326309204
steps: 2000000, episodes: 80000, mean episode reward: -71.4148515625, time: 517.9676887989044
steps: 2025000, episodes: 81000, mean episode reward: -75.32975537109374, time: 524.4356391429901
steps: 2050000, episodes: 82000, mean episode reward: -72.8196494140625, time: 530.7265973091125
steps: 2075000, episodes: 83000, mean episode reward: -71.95330322265626, time: 537.2014725208282
steps: 2100000, episodes: 84000, mean episode reward: -69.4510908203125, time: 543.655552148819
steps: 2125000, episodes: 85000, mean episode reward: -70.87870263671876, time: 549.9137206077576
steps: 2150000, episodes: 86000, mean episode reward: -70.37026806640624, time: 556.5215132236481
steps: 2175000, episodes: 87000, mean episode reward: -73.02840869140626, time: 562.7448618412018
steps: 2200000, episodes: 88000, mean episode reward: -68.85666455078126, time: 569.1213855743408
steps: 2225000, episodes: 89000, mean episode reward: -70.42912451171875, time: 575.6435272693634
steps: 2250000, episodes: 90000, mean episode reward: -73.41064648437501, time: 582.1007351875305
steps: 2275000, episodes: 91000, mean episode reward: -72.02242041015623, time: 588.5881133079529
steps: 2300000, episodes: 92000, mean episode reward: -76.80314013671875, time: 594.7948081493378
steps: 2325000, episodes: 93000, mean episode reward: -75.05585449218749, time: 601.1724660396576
steps: 2350000, episodes: 94000, mean episode reward: -72.23571240234374, time: 607.636527299881
steps: 2375000, episodes: 95000, mean episode reward: -75.328443359375, time: 614.0305433273315
steps: 2400000, episodes: 96000, mean episode reward: -75.31078564453125, time: 620.3114039897919
steps: 2425000, episodes: 97000, mean episode reward: -74.58329589843751, time: 626.6228120326996
steps: 2450000, episodes: 98000, mean episode reward: -73.163927734375, time: 633.15767121315
steps: 2475000, episodes: 99000, mean episode reward: -72.75686669921875, time: 639.5048987865448
steps: 2500000, episodes: 100000, mean episode reward: -75.60192626953126, time: 645.9067761898041

