choose to use gpu...
Starting iterations...
steps: 25000, episodes: 1000, mean episode reward: -106.07478125, time: 6.649229288101196
steps: 2200000, episodes: 88000, mean episode reward: -86.27110644531251, time: 582.8096868991852
steps: 2225000, episodes: 89000, mean episode reward: -86.6689267578125, time: 588.8579862117767
steps: 2250000, episodes: 90000, mean episode reward: -89.19109765625, time: 595.075498342514
steps: 2275000, episodes: 91000, mean episode reward: -93.0792529296875, time: 601.1085159778595
steps: 2300000, episodes: 92000, mean episode reward: -95.4317763671875, time: 607.1490142345428
steps: 2325000, episodes: 93000, mean episode reward: -97.80232128906249, time: 613.2370743751526
steps: 2350000, episodes: 94000, mean episode reward: -92.16308056640625, time: 619.2662754058838
steps: 2375000, episodes: 95000, mean episode reward: -94.2477080078125, time: 625.3817274570465
steps: 2400000, episodes: 96000, mean episode reward: -90.9295888671875, time: 631.5442671775818
steps: 2425000, episodes: 97000, mean episode reward: -93.6768134765625, time: 637.8544664382935
steps: 2450000, episodes: 98000, mean episode reward: -99.350849609375, time: 644.0537679195404
steps: 2475000, episodes: 99000, mean episode reward: -95.249486328125, time: 650.1018142700195
steps: 2500000, episodes: 100000, mean episode reward: -92.36356689453126, time: 656.2818348407745

