choose to use gpu...
Starting iterations...
steps: 25000, episodes: 1000, mean episode reward: -626.1596874999999, time: 7.664272785186768
steps: 2275000, episodes: 91000, mean episode reward: -587.2580234375, time: 1164.8733804225922
steps: 2300000, episodes: 92000, mean episode reward: -582.8131210937499, time: 1175.5005309581757
steps: 2325000, episodes: 93000, mean episode reward: -583.79332421875, time: 1186.0302202701569
steps: 2350000, episodes: 94000, mean episode reward: -582.35122265625, time: 1196.6642577648163
steps: 2375000, episodes: 95000, mean episode reward: -585.5568359375, time: 1206.699047088623
steps: 2400000, episodes: 96000, mean episode reward: -582.5740078125, time: 1216.4939699172974
steps: 2425000, episodes: 97000, mean episode reward: -574.8646171875, time: 1226.3227894306183
steps: 2450000, episodes: 98000, mean episode reward: -580.5940820312501, time: 1236.2613232135773
steps: 2475000, episodes: 99000, mean episode reward: -579.0077734375001, time: 1245.9789500236511
steps: 2500000, episodes: 100000, mean episode reward: -589.41615625, time: 1255.1259272098541

